Datetime,Tweet Id,Text,Username,Vaccine,zip_code,Hospital_Name,Capacity,Hour,Day,dayofweek
2021-05-21 21:52:14+05:30,1395776960404537348,"560099 on 22-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BangaloreUrban at Narayana Hrudayalaya Covaxin(Capacity: 50, Dose 1: 50 slots left, Dose 2: 0 slots left)",BloreVaccine,COVAXIN,560099,Narayana Hrudayalaya Covaxi,50,21,21,4
2021-05-21 21:13:54+05:30,1395767316441227271,"560099 on 22-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BangaloreUrban at Narayana Hrudayalaya Covaxin(Capacity: 200, Dose 1: 100 slots left, Dose 2: 100 slots left)",BloreVaccine,COVAXIN,560099,Narayana Hrudayalaya Covaxi,200,21,21,4
2021-05-21 21:05:46+05:30,1395765266475229190,"560073 on 22-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at BBMP OFFICE FLW SITE 1(Capacity: 200, Dose 1: 200 slots left, Dose 2: 0 slots left)",BloreVaccine,COVISHIELD,560073,BBMP OFFICE FLW SITE ,200,21,21,4
2021-05-21 20:09:52+05:30,1395751198347563014,"560099 on 22-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BangaloreUrban at Narayana Hrudayalaya Covaxin(Capacity: 100, Dose 1: 0 slots left, Dose 2: 100 slots left)",BloreVaccine,COVAXIN,560099,Narayana Hrudayalaya Covaxi,100,20,21,4
2021-05-21 19:21:02+05:30,1395738909414330368,"560066 on 22-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BBMP at MANIPAL WHITEFIELD COVAXIN(Capacity: 100, Dose 1: 100 slots left, Dose 2: 0 slots left)",BloreVaccine,COVAXIN,560066,MANIPAL WHITEFIELD COVAXI,100,19,21,4
2021-05-21 18:29:17+05:30,1395725888562421771,"560010 on 22-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BBMP at SUGUNA HOSPITAL(Capacity: 20, Dose 1: 20 slots left, Dose 2: 0 slots left)",BloreVaccine,COVAXIN,560010,SUGUNA HOSPITA,20,18,21,4
2021-05-21 18:12:47+05:30,1395721734309892096,"560010 on 21-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BBMP at SUGUNA HOSPITAL(Capacity: 20, Dose 1: 20 slots left, Dose 2: 0 slots left)",BloreVaccine,COVAXIN,560010,SUGUNA HOSPITA,20,18,21,4
2021-05-21 16:27:17+05:30,1395695183774175235,"560010 on 21-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at KANVA DIAGNOSTIC1(Capacity: 500, Dose 1: 250 slots left, Dose 2: 250 slots left)",BloreVaccine,COVISHIELD,560010,KANVA DIAGNOSTIC,500,16,21,4
2021-05-21 16:22:06+05:30,1395693880171921409,"560010 on 22-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at KANVA DIAGNOSTIC1(Capacity: 500, Dose 1: 250 slots left, Dose 2: 250 slots left)",BloreVaccine,COVISHIELD,560010,KANVA DIAGNOSTIC,500,16,21,4
2021-05-21 11:27:53+05:30,1395619840203759616,"560021 on 22-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at KANVA DIAGNOSTIC1(Capacity: 500, Dose 1: 250 slots left, Dose 2: 250 slots left)",BloreVaccine,COVISHIELD,560021,KANVA DIAGNOSTIC,500,11,21,4
2021-05-21 11:02:29+05:30,1395613445165178882,"560024 on 21-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at COLUMBIA ASIA HEBBAL(Capacity: 50, Dose 1: 50 slots left, Dose 2: 0 slots left)",BloreVaccine,COVISHIELD,560024,COLUMBIA ASIA HEBBA,50,11,21,4
2021-05-21 09:43:07+05:30,1395593474582278146,"560021 on 21-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Columbia Asia Yeshwanthpur(Capacity: 99, Dose 1: 0 slots left, Dose 2: 99 slots left)",BloreVaccine,COVISHIELD,560021,Columbia Asia Yeshwanthpu,99,9,21,4
2021-05-21 08:35:21+05:30,1395576418067644422,"560021 on 21-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Columbia Asia Yeshwanthpur(Capacity: 200, Dose 1: 100 slots left, Dose 2: 100 slots left)",BloreVaccine,COVISHIELD,560021,Columbia Asia Yeshwanthpu,200,8,21,4
2021-05-21 08:17:15+05:30,1395571863917527041,"560020 on 21-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at APOLLO HOSPITAL SHESHADRIPURAM(Capacity: 100, Dose 1: 100 slots left, Dose 2: 0 slots left)",BloreVaccine,COVISHIELD,560020,APOLLO HOSPITAL SHESHADRIPURA,100,8,21,4
2021-05-21 07:19:48+05:30,1395557407351140358,"560011 on 21-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Apollo Hospital-JAYANAGAR(Capacity: 30, Dose 1: 30 slots left, Dose 2: 0 slots left)",BloreVaccine,COVISHIELD,560011,Apollo Hospital-JAYANAGA,30,7,21,4
2021-05-20 21:53:20+05:30,1395414852085030914,"560100 on 20-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BangaloreUrban at Kauvery Hospital E City(Capacity: 10, Dose 1: 10 slots left, Dose 2: 0 slots left)",BloreVaccine,COVAXIN,560100,Kauvery Hospital E Cit,10,21,20,3
2021-05-20 14:45:33+05:30,1395307196842315779,"560076 on 21-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at APOLLO HOSPITAL 1(Capacity: 100, Dose 1: 100 slots left, Dose 2: 0 slots left)",BloreVaccine,COVISHIELD,560076,APOLLO HOSPITAL ,100,14,20,3
2021-05-20 10:39:36+05:30,1395245297706487809,"560092 on 20-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BBMP at RAINBOW CHILDRENS HEBBAL C1(Capacity: 50, Dose 1: 50 slots left, Dose 2: 0 slots left)",BloreVaccine,COVAXIN,560092,RAINBOW CHILDRENS HEBBAL C,50,10,20,3
2021-05-20 09:09:47+05:30,1395222695403425794,"560003 on 20-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BBMP at MANIPAL NORTHSIDE CANARA UNIO(Capacity: 50, Dose 1: 25 slots left, Dose 2: 25 slots left)",BloreVaccine,COVAXIN,560003,MANIPAL NORTHSIDE CANARA UNI,50,9,20,3
2021-05-20 07:19:25+05:30,1395194923800952832,"560011 on 20-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Apollo Hospital-JAYANAGAR(Capacity: 25, Dose 1: 25 slots left, Dose 2: 0 slots left)",BloreVaccine,COVISHIELD,560011,Apollo Hospital-JAYANAGA,25,7,20,3
2021-05-20 07:19:19+05:30,1395194895422287880,"560020 on 20-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at APOLLO HOSPITAL SHESHADRIPURAM(Capacity: 100, Dose 1: 100 slots left, Dose 2: 0 slots left)",BloreVaccine,COVISHIELD,560020,APOLLO HOSPITAL SHESHADRIPURA,100,7,20,3
2021-05-19 21:39:19+05:30,1395048934473535490,"560010 on 21-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BBMP at SUGUNA HOSPITAL(Capacity: 20, Dose 1: 20 slots left, Dose 2: 0 slots left)",BloreVaccine,COVAXIN,560010,SUGUNA HOSPITA,20,21,19,2
2021-05-19 16:37:25+05:30,1394972961187274753,"560100 on 19-05-2021 COVAXIN available for 18 to 44 in #Karnataka, #BangaloreUrban at Kauvery Hospital E City(Capacity: 20, Dose 1: 20 slots left, Dose 2: 0 slots left)",BloreVaccine,COVAXIN,560100,Kauvery Hospital E Cit,20,16,19,2
2021-05-19 15:33:03+05:30,1394956759668776960,"560037 on 20-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Apollo Cradle P3(Capacity: 100, Dose 1: 100 slots left, Dose 2: 0 slots left)",BloreVaccine,COVISHIELD,560037,Apollo Cradle P,100,15,19,2
2021-05-19 14:26:21+05:30,1394939973703397378,"560076 on 20-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at APOLLO HOSPITAL 1(Capacity: 100, Dose 1: 100 slots left, Dose 2: 0 slots left)",BloreVaccine,COVISHIELD,560076,APOLLO HOSPITAL ,100,14,19,2
2021-05-19 13:20:26+05:30,1394923388745879558,"560011 on 19-05-2021 COVISHIELD available for 18 to 44 in #Karnataka, #BBMP at Apollo Hospital-JAYANAGAR(Capacity: 39, Dose 1: 0 slots left, Dose 2: 39 slots left)",BloreVaccine,COVISHIELD,560011,Apollo Hospital-JAYANAGA,39,13,19,2
2021-05-19 12:50:12+05:30,1394915778965639169,"560010 on 20-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at SUGUNA HOSPITAL(Capacity: 50, Dose 1: 50 slots left, Dose 2: 0 slots left)",BloreVaccine,,560010,SUGUNA HOSPITA,50,12,19,2
2021-05-19 08:20:16+05:30,1394847849163018240,"560020 on 19-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at APOLLO HOSPITAL SHESHADRIPURAM(Capacity: 100, Dose 1: 100 slots left, Dose 2: 0 slots left)",BloreVaccine,,560020,APOLLO HOSPITAL SHESHADRIPURA,100,8,19,2
2021-05-19 07:29:29+05:30,1394835066816057346,"560011 on 19-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Apollo Hospital-JAYANAGAR(Capacity: 78, Dose 1: 38 slots left, Dose 2: 40 slots left)",BloreVaccine,,560011,Apollo Hospital-JAYANAGA,78,7,19,2
2021-05-18 14:22:45+05:30,1394576683303202816,"560055 on 18-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at CLOUDNINE HOSPITAL-KIDS CLINIC(Capacity: 20, Dose 1: 10 slots left, Dose 2: 10 slots left)",BloreVaccine,,560055,CLOUDNINE HOSPITAL-KIDS CLINI,20,14,18,1
2021-05-18 08:45:43+05:30,1394491863697039372,"560011 on 18-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Apollo Hospital-JAYANAGAR(Capacity: 50, Dose 1: 0 slots left, Dose 2: 0 slots left)",BloreVaccine,,560011,Apollo Hospital-JAYANAGA,50,8,18,1
2021-05-12 18:55:34+05:30,1392471012814426114,"560066 on 13-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at MANIPAL WHITEFIELD COVAXIN(100 slots left) #COVID19 #CovidIndia",BloreVaccine,COVAXIN,560066,MANIPAL WHITEFIELD COVAXI,100,18,12,2
2021-05-12 18:25:36+05:30,1392463468507271168,"560034 on 13-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at APOLLO SPECTRA HOSPITAL-1(100 slots left) #COVID19 #CovidIndia",BloreVaccine,,560034,APOLLO SPECTRA HOSPITAL-,100,18,12,2
2021-05-12 17:47:51+05:30,1392453968324796425,"560034 on 12-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at APOLLO SPECTRA HOSPITAL-1(100 slots left) #COVID19 #CovidIndia",BloreVaccine,,560034,APOLLO SPECTRA HOSPITAL-,100,17,12,2
2021-05-12 17:03:31+05:30,1392442814240235524,"560078 on 13-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Manipal Clinic(100 slots left) #COVID19 #CovidIndia",BloreVaccine,,560078,Manipal Clini,100,17,12,2
2021-05-12 16:03:53+05:30,1392427803736350722,"560030 on 13-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at APOLLO CRADLE - Koramangala(51 slots left) #COVID19 #CovidIndia",BloreVaccine,,560030,APOLLO CRADLE - Koramangal,51,16,12,2
2021-05-12 07:44:02+05:30,1392302013015236610,"560011 on 12-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Apollo Hospital-JAYANAGAR(100 slots left) #COVID19 #CovidIndia",BloreVaccine,,560011,Apollo Hospital-JAYANAGA,100,7,12,2
2021-05-12 04:03:52+05:30,1392246607991644161,"561203 on 12-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BangaloreRural at Doddaballapura TH(40 slots left) #COVID19 #CovidIndia",BloreVaccine,,561203,Doddaballapura T,40,4,12,2
2021-05-12 04:02:52+05:30,1392246356320821249,"561203 on 12-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BangaloreRural at Doddaballapura TH(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,561203,Doddaballapura T,150,4,12,2
2021-05-12 04:01:36+05:30,1392246038308605952,"562110 on 12-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BangaloreRural at Devanahalli TH COVIDSHIELD(134 slots left) #COVID19 #CovidIndia",BloreVaccine,,562110,Devanahalli TH COVIDSHIEL,134,4,12,2
2021-05-12 04:00:36+05:30,1392245786717474816,"562110 on 12-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BangaloreRural at Devanahalli TH COVIDSHIELD(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,562110,Devanahalli TH COVIDSHIEL,150,4,12,2
2021-05-11 20:46:08+05:30,1392136447335952388,"560020 on 12-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at APOLLO HOSPITAL SHESHADRIPURAM(200 slots left) #COVID19 #CovidIndia",BloreVaccine,,560020,APOLLO HOSPITAL SHESHADRIPURA,200,20,11,1
2021-05-11 20:04:29+05:30,1392125967749967874,"560066 on 12-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at MANIPAL WHITEFIELD COVAXIN(100 slots left) #COVID19 #CovidIndia",BloreVaccine,COVAXIN,560066,MANIPAL WHITEFIELD COVAXI,100,20,11,1
2021-05-11 17:00:32+05:30,1392079674835038209,"560078 on 12-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Manipal Clinic(100 slots left) #COVID19 #CovidIndia",BloreVaccine,,560078,Manipal Clini,100,17,11,1
2021-05-11 16:02:44+05:30,1392065130024751108,"560034 on 11-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at APOLLO SPECTRA HOSPITAL-1(100 slots left) #COVID19 #CovidIndia",BloreVaccine,,560034,APOLLO SPECTRA HOSPITAL-,100,16,11,1
2021-05-11 15:59:09+05:30,1392064224176660480,"562110 on 11-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BangaloreRural at Akash Hospital(100 slots left) #COVID19 #CovidIndia",BloreVaccine,,562110,Akash Hospita,100,15,11,1
2021-05-11 10:13:12+05:30,1391977165206425600,"560008 on 11-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at C V Raman Hospital Block 2(100 slots left) #COVID19 #CovidIndia",BloreVaccine,,560008,C V Raman Hospital Block ,100,10,11,1
2021-05-11 08:40:52+05:30,1391953928384774146,"560011 on 11-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Apollo Hospital-JAYANAGAR(100 slots left) #COVID19 #CovidIndia",BloreVaccine,,560011,Apollo Hospital-JAYANAGA,100,8,11,1
2021-05-11 00:11:47+05:30,1391825813780123649,"561203 on 11-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BangaloreRural at Doddaballapura TH(115 slots left) #COVID19 #CovidIndia",BloreVaccine,,561203,Doddaballapura T,115,0,11,1
2021-05-11 00:10:47+05:30,1391825562285445122,"561203 on 11-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BangaloreRural at Doddaballapura TH(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,561203,Doddaballapura T,150,0,11,1
2021-05-10 22:34:12+05:30,1391801257665327105,"560010 on 16-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at ESIC MC And Hospital(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560010,ESIC MC And Hospita,150,22,10,0
2021-05-10 22:34:12+05:30,1391801255031304201,"560010 on 15-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at ESIC MC And Hospital(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560010,ESIC MC And Hospita,150,22,10,0
2021-05-10 22:34:11+05:30,1391801251898138625,"560010 on 13-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at ESIC MC And Hospital(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560010,ESIC MC And Hospita,150,22,10,0
2021-05-10 22:34:10+05:30,1391801245514358785,"560010 on 12-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at ESIC MC And Hospital(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560010,ESIC MC And Hospita,150,22,10,0
2021-05-10 22:34:09+05:30,1391801241714380804,"560010 on 11-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at ESIC MC And Hospital(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560010,ESIC MC And Hospita,150,22,10,0
2021-05-10 22:33:55+05:30,1391801183073755139,"560008 on 17-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at C V Raman GH 18(86 slots left) #COVID19 #CovidIndia",BloreVaccine,,560008,C V Raman GH 1,86,22,10,0
2021-05-10 22:33:33+05:30,1391801090337697794,"562123 on 11-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BangaloreRural at 18 To 44 TH Nelamangala(6 slots left) #COVID19 #CovidIndia",BloreVaccine,,562123,18 To 44 TH Nelamangal,6,22,10,0
2021-05-10 22:33:32+05:30,1391801086881636352,"560002 on 14-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Victoria Hospital 18(6 slots left) #COVID19 #CovidIndia",BloreVaccine,,560002,Victoria Hospital 1,6,22,10,0
2021-05-10 22:33:29+05:30,1391801075405975559,"560003 on 16-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at K C GH Nurshing School 18(6 slots left) #COVID19 #CovidIndia",BloreVaccine,,560003,K C GH Nurshing School 1,6,22,10,0
2021-05-10 22:33:03+05:30,1391800967931121671,"560041 on 17-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Jayanagar General Hospital 18(112 slots left) #COVID19 #CovidIndia",BloreVaccine,,560041,Jayanagar General Hospital 1,112,22,10,0
2021-05-10 22:32:55+05:30,1391800930941607940,"560008 on 17-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at C V Raman GH 18(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560008,C V Raman GH 1,150,22,10,0
2021-05-10 22:32:52+05:30,1391800921164640258,"560008 on 16-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at C V Raman GH 18(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560008,C V Raman GH 1,150,22,10,0
2021-05-10 22:32:51+05:30,1391800916060237831,"560008 on 15-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at C V Raman GH 18(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560008,C V Raman GH 1,150,22,10,0
2021-05-10 22:32:46+05:30,1391800895755603968,"560008 on 14-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at C V Raman GH 18(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560008,C V Raman GH 1,150,22,10,0
2021-05-10 22:32:43+05:30,1391800882128297985,"560008 on 13-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at C V Raman GH 18(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560008,C V Raman GH 1,150,22,10,0
2021-05-10 22:32:41+05:30,1391800875023175681,"560008 on 12-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at C V Raman GH 18(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560008,C V Raman GH 1,150,22,10,0
2021-05-10 22:32:38+05:30,1391800861727199232,"560008 on 11-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at C V Raman GH 18(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560008,C V Raman GH 1,150,22,10,0
2021-05-10 22:32:19+05:30,1391800782937227266,"560001 on 17-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Bowring Hospital Covishield 18(50 slots left) #COVID19 #CovidIndia",BloreVaccine,,560001,Bowring Hospital Covishield 1,50,22,10,0
2021-05-10 22:32:18+05:30,1391800779019677699,"560001 on 16-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Bowring Hospital Covishield 18(54 slots left) #COVID19 #CovidIndia",BloreVaccine,,560001,Bowring Hospital Covishield 1,54,22,10,0
2021-05-10 22:32:18+05:30,1391800776280854532,"562110 on 11-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BangaloreRural at Devanahalli TH COVIDSHIELD(6 slots left) #COVID19 #CovidIndia",BloreVaccine,,562110,Devanahalli TH COVIDSHIEL,6,22,10,0
2021-05-10 22:32:17+05:30,1391800772342411266,"560001 on 15-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Bowring Hospital Covishield 18(38 slots left) #COVID19 #CovidIndia",BloreVaccine,,560001,Bowring Hospital Covishield 1,38,22,10,0
2021-05-10 22:32:17+05:30,1391800772099145728,"560001 on 14-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Bowring Hospital Covishield 18(24 slots left) #COVID19 #CovidIndia",BloreVaccine,,560001,Bowring Hospital Covishield 1,24,22,10,0
2021-05-10 22:32:12+05:30,1391800753971367936,"560001 on 13-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Bowring Hospital Covishield 18(25 slots left) #COVID19 #CovidIndia",BloreVaccine,,560001,Bowring Hospital Covishield 1,25,22,10,0
2021-05-10 22:32:10+05:30,1391800746287386624,"560001 on 12-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Bowring Hospital Covishield 18(46 slots left) #COVID19 #CovidIndia",BloreVaccine,,560001,Bowring Hospital Covishield 1,46,22,10,0
2021-05-10 22:32:02+05:30,1391800708832268292,"560041 on 17-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Jayanagar General Hospital 18(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560041,Jayanagar General Hospital 1,150,22,10,0
2021-05-10 22:32:00+05:30,1391800703807410179,"560041 on 16-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Jayanagar General Hospital 18(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560041,Jayanagar General Hospital 1,150,22,10,0
2021-05-10 22:31:59+05:30,1391800699940339717,"560041 on 15-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Jayanagar General Hospital 18(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560041,Jayanagar General Hospital 1,150,22,10,0
2021-05-10 22:31:59+05:30,1391800698040295428,"560001 on 11-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Bowring Hospital Covishield 18(9 slots left) #COVID19 #CovidIndia",BloreVaccine,,560001,Bowring Hospital Covishield 1,9,22,10,0
2021-05-10 22:31:59+05:30,1391800696500936705,"560041 on 14-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Jayanagar General Hospital 18(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560041,Jayanagar General Hospital 1,150,22,10,0
2021-05-10 22:31:58+05:30,1391800692344381448,"560041 on 13-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Jayanagar General Hospital 18(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560041,Jayanagar General Hospital 1,150,22,10,0
2021-05-10 22:31:57+05:30,1391800688485806081,"560041 on 12-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Jayanagar General Hospital 18(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560041,Jayanagar General Hospital 1,150,22,10,0
2021-05-10 22:31:19+05:30,1391800530893111296,"560001 on 17-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Bowring Hospital Covishield 18(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560001,Bowring Hospital Covishield 1,150,22,10,0
2021-05-10 22:31:18+05:30,1391800527080411136,"560001 on 16-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Bowring Hospital Covishield 18(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560001,Bowring Hospital Covishield 1,150,22,10,0
2021-05-10 22:31:16+05:30,1391800519715221506,"560001 on 15-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Bowring Hospital Covishield 18(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560001,Bowring Hospital Covishield 1,150,22,10,0
2021-05-10 22:31:16+05:30,1391800519232872448,"560001 on 14-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Bowring Hospital Covishield 18(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560001,Bowring Hospital Covishield 1,150,22,10,0
2021-05-10 22:31:15+05:30,1391800514715668487,"560003 on 17-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at K C GH Nurshing School 18(120 slots left) #COVID19 #CovidIndia",BloreVaccine,,560003,K C GH Nurshing School 1,120,22,10,0
2021-05-10 22:31:14+05:30,1391800510034767875,"560003 on 16-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at K C GH Nurshing School 18(92 slots left) #COVID19 #CovidIndia",BloreVaccine,,560003,K C GH Nurshing School 1,92,22,10,0
2021-05-10 22:31:13+05:30,1391800506440245249,"560003 on 15-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at K C GH Nurshing School 18(104 slots left) #COVID19 #CovidIndia",BloreVaccine,,560003,K C GH Nurshing School 1,104,22,10,0
2021-05-10 22:31:12+05:30,1391800502527033347,"560003 on 14-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at K C GH Nurshing School 18(57 slots left) #COVID19 #CovidIndia",BloreVaccine,,560003,K C GH Nurshing School 1,57,22,10,0
2021-05-10 22:31:12+05:30,1391800501973360644,"560001 on 13-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Bowring Hospital Covishield 18(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560001,Bowring Hospital Covishield 1,150,22,10,0
2021-05-10 22:31:11+05:30,1391800497862889482,"560003 on 13-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at K C GH Nurshing School 18(64 slots left) #COVID19 #CovidIndia",BloreVaccine,,560003,K C GH Nurshing School 1,64,22,10,0
2021-05-10 22:31:10+05:30,1391800493375033344,"560001 on 12-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Bowring Hospital Covishield 18(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560001,Bowring Hospital Covishield 1,150,22,10,0
2021-05-10 22:31:10+05:30,1391800493358256128,"560003 on 12-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at K C GH Nurshing School 18(82 slots left) #COVID19 #CovidIndia",BloreVaccine,,560003,K C GH Nurshing School 1,82,22,10,0
2021-05-10 22:30:59+05:30,1391800445757132800,"560001 on 11-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Bowring Hospital Covishield 18(150 slots left) #COVID19 #CovidIndia",BloreVaccine,,560001,Bowring Hospital Covishield 1,150,22,10,0
2021-05-10 22:30:54+05:30,1391800424877871108,"560036 on 12-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BangaloreUrban at General Hospital K R Puram(6 slots left) #COVID19 #CovidIndia",BloreVaccine,,560036,General Hospital K R Pura,6,22,10,0
2021-05-10 22:30:34+05:30,1391800342916988928,"560002 on 17-05-2021 #Vaccine available for 18 to 44 in #Karnataka, #BBMP at Victoria Hospital 18(127 slots left) #COVID19 #CovidIndia",BloreVaccine,,560002,Victoria Hospital 1,127,22,10,0
